Year,HBR,HBRQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2022,S08000017,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2022,S08000017,,45-64 years,,Males,,Coronary Heart Disease,26,,124.116860798167,,116.64524110938454
2022,S08000017,,45-64 years,,Females,,Coronary Heart Disease,12,,52.844812400916,,46.31600127161394
2022,S08000017,,65-74 years,,Males,,Coronary Heart Disease,35,,334.896182183523,,332.32626407043796
2022,S08000017,,65-74 years,,Females,,Coronary Heart Disease,17,,155.364649972583,,154.98135411462673
2022,S08000017,,75plus years,,Males,,Coronary Heart Disease,91,,1127.91274169559,,1223.6643613685546
2022,S08000017,,75plus years,,Females,,Coronary Heart Disease,68,,673.200673200673,,676.546884956335
2022,S08000019,,0-44 years,,Males,,Coronary Heart Disease,5,,6.34211928257947,,7.187732504761491
2022,S08000019,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2022,S08000019,,45-64 years,,Males,,Coronary Heart Disease,67,,157.192126316777,,152.20832880689878
2022,S08000019,,45-64 years,,Females,,Coronary Heart Disease,22,,48.8834573936229,,47.90826235453334
2022,S08000019,,65-74 years,,Males,,Coronary Heart Disease,58,,359.868461872557,,358.04240579386504
2022,S08000019,,65-74 years,,Females,,Coronary Heart Disease,35,,198.143115942029,,197.31030507079709
2022,S08000019,,75plus years,,Males,,Coronary Heart Disease,159,,1400.2642007926,,1546.7151560658583
2022,S08000019,,75plus years,,Females,,Coronary Heart Disease,124,,800.619834710744,,809.0570304815557
2022,S08000020,,0-44 years,,Males,,Coronary Heart Disease,9,,5.57700291863153,,5.943285774611507
2022,S08000020,,0-44 years,,Females,,Coronary Heart Disease,2,,1.29550459904133,,1.2896234513331193
2022,S08000020,,45-64 years,,Males,,Coronary Heart Disease,71,,90.696575246222,,88.7827787438121
2022,S08000020,,45-64 years,,Females,,Coronary Heart Disease,19,,23.7505937648441,,22.64562460284349
2022,S08000020,,65-74 years,,Males,,Coronary Heart Disease,88,,285.491824552297,,284.79599657489547
2022,S08000020,,65-74 years,,Females,,Coronary Heart Disease,30,,92.68413247652,,91.41331595638414
2022,S08000020,,75plus years,,Males,,Coronary Heart Disease,259,,1236.98538542363,,1329.7702036929106
2022,S08000020,,75plus years,,Females,,Coronary Heart Disease,191,,673.436287990974,,647.3428937891927
2022,S08000022,,0-44 years,,Males,,Coronary Heart Disease,3,,3.85623939534166,,4.054282574111204
2022,S08000022,,0-44 years,,Females,,Coronary Heart Disease,5,,6.81440292201597,,6.998069881882118
2022,S08000022,,45-64 years,,Males,,Coronary Heart Disease,54,,117.706040063648,,109.85206964626369
2022,S08000022,,45-64 years,,Females,,Coronary Heart Disease,19,,38.5927851803705,,36.90090168678224
2022,S08000022,,65-74 years,,Males,,Coronary Heart Disease,79,,376.280066682543,,373.0119827826924
2022,S08000022,,65-74 years,,Females,,Coronary Heart Disease,25,,112.999457602604,,111.63106841640328
2022,S08000022,,75plus years,,Males,,Coronary Heart Disease,162,,1068.24925816024,,1163.8002933442376
2022,S08000022,,75plus years,,Females,,Coronary Heart Disease,118,,598.468326824568,,588.5393578645163
2022,S08000024,,0-44 years,,Males,,Coronary Heart Disease,9,,3.40419093728724,,3.590813825521803
2022,S08000024,,0-44 years,,Females,,Coronary Heart Disease,7,,2.6162062766526,,2.8032291855882745
2022,S08000024,,45-64 years,,Males,,Coronary Heart Disease,128,,113.065215663066,,112.1001408444696
2022,S08000024,,45-64 years,,Females,,Coronary Heart Disease,39,,33.1643933467125,,32.31667066779498
2022,S08000024,,65-74 years,,Males,,Coronary Heart Disease,119,,294.831772459244,,294.2953219615725
2022,S08000024,,65-74 years,,Females,,Coronary Heart Disease,54,,121.187638860836,,120.45467281686098
2022,S08000024,,75plus years,,Males,,Coronary Heart Disease,313,,1100.60128696508,,1176.305954362201
2022,S08000024,,75plus years,,Females,,Coronary Heart Disease,270,,671.608377692652,,650.7923874439265
2022,S08000025,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2022,S08000025,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2022,S08000025,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,51.457975986277866
2022,S08000025,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,28.266553600452266
2022,S08000025,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,407.8589849866445
2022,S08000025,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,203.82048848261203
2022,S08000025,,75plus years,,Males,,Coronary Heart Disease,,c,,c,942.8418814797338
2022,S08000025,,75plus years,,Females,,Coronary Heart Disease,,c,,c,558.0977330203336
2022,S08000026,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2022,S08000026,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2022,S08000026,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,94.05822358951433
2022,S08000026,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,36.944187887584114
2022,S08000026,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,353.5186378742043
2022,S08000026,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,74.87271638215034
2022,S08000026,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1111.247256184677
2022,S08000026,,75plus years,,Females,,Coronary Heart Disease,,c,,c,1227.3591899149128
2022,S08000028,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2022,S08000028,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2022,S08000028,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,190.00591388116385
2022,S08000028,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,47.48783502146284
2022,S08000028,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,473.4057365636313
2022,S08000028,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,259.76122983550596
2022,S08000028,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1388.6266048444522
2022,S08000028,,75plus years,,Females,,Coronary Heart Disease,,c,,c,1022.5726155480244
2022,S08000029,,0-44 years,,Males,,Coronary Heart Disease,10,,10.4664915273751,,12.19266065447272
2022,S08000029,,0-44 years,,Females,,Coronary Heart Disease,3,,3.1328320802005,,3.304008352998233
2022,S08000029,,45-64 years,,Males,,Coronary Heart Disease,60,,119.04998115042,,116.48580773400694
2022,S08000029,,45-64 years,,Females,,Coronary Heart Disease,23,,42.9000429000429,,41.938709745747154
2022,S08000029,,65-74 years,,Males,,Coronary Heart Disease,72,,343.511450381679,,337.7440295279774
2022,S08000029,,65-74 years,,Females,,Coronary Heart Disease,29,,125.704377980061,,126.46319583554693
2022,S08000029,,75plus years,,Males,,Coronary Heart Disease,194,,1278.83981542518,,1383.4374069127648
2022,S08000029,,75plus years,,Females,,Coronary Heart Disease,152,,751.916893395993,,738.0702232312738
2022,S08000030,,0-44 years,,Males,,Coronary Heart Disease,5,,4.63113045894503,,5.197631221449856
2022,S08000030,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2022,S08000030,,45-64 years,,Males,,Coronary Heart Disease,60,,111.294541002764,,105.12198871606624
2022,S08000030,,45-64 years,,Females,,Coronary Heart Disease,23,,39.7483755011752,,38.73533237090626
2022,S08000030,,65-74 years,,Males,,Coronary Heart Disease,86,,364.90156143924,,361.8581027521109
2022,S08000030,,65-74 years,,Females,,Coronary Heart Disease,31,,121.197904449136,,120.59156607819008
2022,S08000030,,75plus years,,Males,,Coronary Heart Disease,172,,954.177299456341,,983.7441138571966
2022,S08000030,,75plus years,,Females,,Coronary Heart Disease,142,,578.812212122447,,553.6772145722769
2022,S08000031,,0-44 years,,Males,,Coronary Heart Disease,14,,4.06039548252,,4.761498295889611
2022,S08000031,,0-44 years,,Females,,Coronary Heart Disease,10,,2.98893794068154,,3.178861008332678
2022,S08000031,,45-64 years,,Males,,Coronary Heart Disease,228,,157.251139725914,,152.25070299022093
2022,S08000031,,45-64 years,,Females,,Coronary Heart Disease,84,,52.263182454503,,49.90298747257879
2022,S08000031,,65-74 years,,Males,,Coronary Heart Disease,214,,411.079949287333,,411.65073788967266
2022,S08000031,,65-74 years,,Females,,Coronary Heart Disease,107,,182.382218585941,,182.39442453363748
2022,S08000031,,75plus years,,Males,,Coronary Heart Disease,417,,1180.66762932133,,1225.327616509165
2022,S08000031,,75plus years,,Females,,Coronary Heart Disease,385,,714.047256945732,,673.3096914767716
2022,S08000032,,0-44 years,,Males,,Coronary Heart Disease,11,,6.29431051550403,,6.755296331485641
2022,S08000032,,0-44 years,,Females,,Coronary Heart Disease,1,,0.573131591013297,,0.5770549752031233
2022,S08000032,,45-64 years,,Males,,Coronary Heart Disease,135,,147.867423163706,,143.9006961415059
2022,S08000032,,45-64 years,,Females,,Coronary Heart Disease,48,,48.7928843710292,,46.90878383791242
2022,S08000032,,65-74 years,,Males,,Coronary Heart Disease,119,,354.578230684425,,355.3727496859169
2022,S08000032,,65-74 years,,Females,,Coronary Heart Disease,60,,158.566558312852,,158.8217839250394
2022,S08000032,,75plus years,,Males,,Coronary Heart Disease,290,,1313.94137102986,,1379.653373622526
2022,S08000032,,75plus years,,Females,,Coronary Heart Disease,219,,692.052456944225,,691.6693962319007
2022,S92000003,d,0-44 years,,Males,,Coronary Heart Disease,73,,4.97229478215559,,5.516840052254419
2022,S92000003,d,0-44 years,,Females,,Coronary Heart Disease,29,,2.00306814783195,,2.08285257380413
2022,S92000003,d,45-64 years,,Males,,Coronary Heart Disease,924,,128.389325344664,,124.02838337076044
2022,S92000003,d,45-64 years,,Females,,Coronary Heart Disease,339,,44.0008878055239,,42.16401950093547
2022,S92000003,d,65-74 years,,Males,,Coronary Heart Disease,1023,,359.501126296295,,358.57160543534593
2022,S92000003,d,65-74 years,,Females,,Coronary Heart Disease,467,,150.152564007755,,149.2314739205947
2022,S92000003,d,75plus years,,Males,,Coronary Heart Disease,2349,,1173.44390048956,,1248.5170059431978
2022,S92000003,d,75plus years,,Females,,Coronary Heart Disease,1926,,692.549163439445,,673.1996899567234
2013,S08000015,,All,d,Males,,Coronary Heart Disease,383,,214.877609528672,,237.0253767094302
2013,S08000015,,All,d,Females,,Coronary Heart Disease,284,,146.392507177872,,128.35805676509491
2013,S08000016,,All,d,Males,,Coronary Heart Disease,98,,177.179946122833,,194.37231356898155
2013,S08000016,,All,d,Females,,Coronary Heart Disease,79,,134.883641516843,,108.12485878376546
2013,S08000017,,All,d,Males,,Coronary Heart Disease,168,,230.200054809537,,241.02512479834533
2013,S08000017,,All,d,Females,,Coronary Heart Disease,106,,137.128072445019,,106.7556729817622
2013,S08000019,,All,d,Males,,Coronary Heart Disease,228,,156.388254418997,,207.1996068257341
2013,S08000019,,All,d,Females,,Coronary Heart Disease,164,,106.577245758031,,108.91811015912688
2013,S08000020,,All,d,Males,,Coronary Heart Disease,354,,123.265490885666,,171.5393323217101
2013,S08000020,,All,d,Females,,Coronary Heart Disease,318,,108.898515487218,,110.81053227084232
2013,S08000022,,All,d,Males,,Coronary Heart Disease,265,,168.272130960167,,190.36008512908825
2013,S08000022,,All,d,Females,,Coronary Heart Disease,201,,122.938035560286,,104.49953948176666
2013,S08000024,,All,d,Males,,Coronary Heart Disease,574,,139.000552127629,,204.63980428821185
2013,S08000024,,All,d,Females,,Coronary Heart Disease,406,,92.9546765818322,,98.5340839611256
2013,S08000025,,All,d,Males,,Coronary Heart Disease,16,,149.211974260934,,168.7856260581682
2013,S08000025,,All,d,Females,,Coronary Heart Disease,12,,110.731752329981,,93.38942307692308
2013,S08000026,,All,d,Males,,Coronary Heart Disease,23,,195.395463427066,,258.6644368925876
2013,S08000026,,All,d,Females,,Coronary Heart Disease,9,,78.747046985738,,75.77817267886843
2013,S08000028,,All,d,Males,,Coronary Heart Disease,17,,125.748945927953,,137.57956543368684
2013,S08000028,,All,d,Females,,Coronary Heart Disease,11,,79.2450111663425,,55.87870468923765
2013,S08000029,,All,d,Males,,Coronary Heart Disease,317,,178.11890701294,,221.75929709498544
2013,S08000029,,All,d,Females,,Coronary Heart Disease,193,,102.154777720731,,96.7296822447658
2013,S08000030,,All,d,Males,,Coronary Heart Disease,321,,160.50160501605,,185.05487399782993
2013,S08000030,,All,d,Females,,Coronary Heart Disease,249,,117.363147029157,,97.30854813874907
2013,S08000031,,All,d,Males,,Coronary Heart Disease,841,,153.510853454633,,216.78752004511568
2013,S08000031,,All,d,Females,,Coronary Heart Disease,667,,113.036286851185,,114.15016088746572
2013,S08000032,,All,d,Males,,Coronary Heart Disease,550,,174.650302462569,,245.0398312268053
2013,S08000032,,All,d,Females,,Coronary Heart Disease,385,,114.01495520841,,120.3756393960416
2013,S92000003,d,All,d,Males,,Coronary Heart Disease,4155,,160.630615306107,,209.8810642934958
2013,S92000003,d,All,d,Females,,Coronary Heart Disease,3084,,112.512860176139,,108.67408337575417
2014,S08000015,,All,d,Males,,Coronary Heart Disease,311,,174.977635495142,,193.4772243700266
2014,S08000015,,All,d,Females,,Coronary Heart Disease,298,,154.082408235653,,132.6017102226005
2014,S08000016,,All,d,Males,,Coronary Heart Disease,114,,206.077477900902,,204.40059768591703
2014,S08000016,,All,d,Females,,Coronary Heart Disease,63,,107.287001243167,,82.97251508297616
2014,S08000017,,All,d,Males,,Coronary Heart Disease,154,,211.465842773773,,213.05452364785071
2014,S08000017,,All,d,Females,,Coronary Heart Disease,109,,141.310689051663,,108.71407574264482
2014,S08000019,,All,d,Males,,Coronary Heart Disease,223,,152.609067579127,,197.71733276426443
2014,S08000019,,All,d,Females,,Coronary Heart Disease,156,,101.118133203695,,101.07649370667804
2014,S08000020,,All,d,Males,,Coronary Heart Disease,413,,142.603111026708,,193.12659645775344
2014,S08000020,,All,d,Females,,Coronary Heart Disease,289,,98.0974525211724,,96.9324166424596
2014,S08000022,,All,d,Males,,Coronary Heart Disease,259,,164.480995776839,,181.9737222071053
2014,S08000022,,All,d,Females,,Coronary Heart Disease,166,,101.675190640982,,83.84973957516699
2014,S08000024,,All,d,Males,,Coronary Heart Disease,551,,132.10673073004,,193.4017753746957
2014,S08000024,,All,d,Females,,Coronary Heart Disease,385,,87.2950550185587,,91.4006642830264
2014,S08000025,,All,d,Males,,Coronary Heart Disease,18,,167.769596420915,,165.96018159120064
2014,S08000025,,All,d,Females,,Coronary Heart Disease,12,,110.588885816975,,93.2711714211139
2014,S08000026,,All,d,Males,,Coronary Heart Disease,21,,178.071737471381,,219.60799842737467
2014,S08000026,,All,d,Females,,Coronary Heart Disease,13,,113.765642775882,,105.18536668281274
2014,S08000028,,All,d,Males,,Coronary Heart Disease,25,,185.956560547456,,213.22636377970744
2014,S08000028,,All,d,Females,,Coronary Heart Disease,17,,123.134868897581,,80.20536347896362
2014,S08000029,,All,d,Males,,Coronary Heart Disease,274,,154.008723413823,,184.48503104908713
2014,S08000029,,All,d,Females,,Coronary Heart Disease,162,,85.561271377114,,79.28719637694451
2014,S08000030,,All,d,Males,,Coronary Heart Disease,346,,172.248136882508,,195.70496490015665
2014,S08000030,,All,d,Females,,Coronary Heart Disease,247,,116.002197936382,,94.56302162610314
2014,S08000031,,All,d,Males,,Coronary Heart Disease,790,,143.537714080141,,204.1567024300213
2014,S08000031,,All,d,Females,,Coronary Heart Disease,601,,101.483928052792,,101.75452690908546
2014,S08000032,,All,d,Males,,Coronary Heart Disease,490,,155.443044399609,,212.4649040215648
2014,S08000032,,All,d,Females,,Coronary Heart Disease,365,,107.965167183322,,112.46456963926435
2014,S92000003,d,All,d,Males,,Coronary Heart Disease,3989,,153.628111364013,,197.81659624494617
2014,S92000003,d,All,d,Females,,Coronary Heart Disease,2883,,104.795588625517,,99.52330596775944
2015,S08000015,,All,d,Males,,Coronary Heart Disease,363,,204.416062710118,,224.58277173110127
2015,S08000015,,All,d,Females,,Coronary Heart Disease,256,,132.63492754299,,113.4001396021564
2015,S08000016,,All,d,Males,,Coronary Heart Disease,123,,222.531796718108,,244.5042841538203
2015,S08000016,,All,d,Females,,Coronary Heart Disease,79,,134.452065285838,,105.36579749008288
2015,S08000017,,All,d,Males,,Coronary Heart Disease,159,,218.734093629198,,206.25952147343187
2015,S08000017,,All,d,Females,,Coronary Heart Disease,121,,157.185725977215,,118.58384255791444
2015,S08000019,,All,d,Males,,Coronary Heart Disease,227,,154.09366451026,,198.1889220717684
2015,S08000019,,All,d,Females,,Coronary Heart Disease,154,,99.1392907034383,,99.17303931471088
2015,S08000020,,All,d,Males,,Coronary Heart Disease,368,,126.124582298004,,174.6715885832358
2015,S08000020,,All,d,Females,,Coronary Heart Disease,255,,86.1355537164958,,85.16171328967353
2015,S08000022,,All,d,Males,,Coronary Heart Disease,294,,186.486692208155,,205.74408758906824
2015,S08000022,,All,d,Females,,Coronary Heart Disease,178,,108.969806792859,,87.82269971393356
2015,S08000024,,All,d,Males,,Coronary Heart Disease,552,,130.940972189276,,189.6531660183753
2015,S08000024,,All,d,Females,,Coronary Heart Disease,413,,92.5519231975905,,98.9269435974745
2015,S08000025,,All,d,Males,,Coronary Heart Disease,20,,185.442744552619,,183.2607799469522
2015,S08000025,,All,d,Females,,Coronary Heart Disease,21,,192.926045016077,,157.94266819476988
2015,S08000026,,All,d,Males,,Coronary Heart Disease,28,,237.630484596453,,319.3088640100877
2015,S08000026,,All,d,Females,,Coronary Heart Disease,15,,131.38302531313,,123.6128554015514
2015,S08000028,,All,d,Males,,Coronary Heart Disease,32,,239.270225811276,,263.25992585251186
2015,S08000028,,All,d,Females,,Coronary Heart Disease,25,,182.535046728972,,132.27839089671767
2015,S08000029,,All,d,Males,,Coronary Heart Disease,294,,165.124938920622,,193.38544643216792
2015,S08000029,,All,d,Females,,Coronary Heart Disease,210,,110.507122447154,,101.52105797867404
2015,S08000030,,All,d,Males,,Coronary Heart Disease,338,,167.50418760469,,191.99704406363503
2015,S08000030,,All,d,Females,,Coronary Heart Disease,307,,143.959785045064,,118.42522719295032
2015,S08000031,,All,d,Males,,Coronary Heart Disease,870,,156.800830503709,,211.03280061303929
2015,S08000031,,All,d,Females,,Coronary Heart Disease,595,,99.9922695052147,,100.38331820267432
2015,S08000032,,All,d,Males,,Coronary Heart Disease,500,,158.226345952412,,216.17526184074333
2015,S08000032,,All,d,Females,,Coronary Heart Disease,345,,101.924150705936,,105.91583618287092
2015,S92000003,d,All,d,Males,,Coronary Heart Disease,4168,,159.664795866183,,203.04709126011917
2015,S92000003,d,All,d,Females,,Coronary Heart Disease,2974,,107.654900524193,,102.322090749458
2016,S08000015,,All,d,Males,,Coronary Heart Disease,354,,199.32207970631,,208.8582462239598
2016,S08000015,,All,d,Females,,Coronary Heart Disease,234,,121.269913659967,,102.17557177868026
2016,S08000016,,All,d,Males,,Coronary Heart Disease,83,,149.506448591397,,149.65785037363986
2016,S08000016,,All,d,Females,,Coronary Heart Disease,60,,101.670789982038,,78.95642153146999
2016,S08000017,,All,d,Males,,Coronary Heart Disease,160,,220.589249031475,,200.9722009257204
2016,S08000017,,All,d,Females,,Coronary Heart Disease,103,,133.788821489342,,98.26689372367714
2016,S08000019,,All,d,Males,,Coronary Heart Disease,200,,134.885414840093,,160.69552817449505
2016,S08000019,,All,d,Females,,Coronary Heart Disease,170,,108.830646710114,,107.48286733407758
2016,S08000020,,All,d,Males,,Coronary Heart Disease,366,,125.280254668059,,167.6778160571319
2016,S08000020,,All,d,Females,,Coronary Heart Disease,278,,93.9331993039482,,92.65347245527084
2016,S08000022,,All,d,Males,,Coronary Heart Disease,261,,165.017544968862,,182.2050107916233
2016,S08000022,,All,d,Females,,Coronary Heart Disease,158,,96.4973890738083,,77.51501392331218
2016,S08000024,,All,d,Males,,Coronary Heart Disease,528,,123.526108927569,,173.3171840062853
2016,S08000024,,All,d,Females,,Coronary Heart Disease,370,,81.7571150786636,,86.46399532418255
2016,S08000025,,All,d,Males,,Coronary Heart Disease,19,,174.632352941176,,194.42850444830128
2016,S08000025,,All,d,Females,,Coronary Heart Disease,12,,109.389243391067,,87.93075788045525
2016,S08000026,,All,d,Males,,Coronary Heart Disease,23,,195.196469489943,,258.1009611952396
2016,S08000026,,All,d,Females,,Coronary Heart Disease,8,,70.0709468336691,,65.53531087950046
2016,S08000028,,All,d,Males,,Coronary Heart Disease,29,,218.554525585952,,239.20920548416748
2016,S08000028,,All,d,Females,,Coronary Heart Disease,17,,124.71572151713,,81.58255757702952
2016,S08000029,,All,d,Males,,Coronary Heart Disease,291,,162.070040990911,,185.77788377626032
2016,S08000029,,All,d,Females,,Coronary Heart Disease,207,,108.503076874692,,99.3993532315238
2016,S08000030,,All,d,Males,,Coronary Heart Disease,317,,156.804162977399,,175.31245782858628
2016,S08000030,,All,d,Females,,Coronary Heart Disease,235,,110.169849090747,,88.33439112021023
2016,S08000031,,All,d,Males,,Coronary Heart Disease,824,,146.895233748823,,200.6877870637808
2016,S08000031,,All,d,Females,,Coronary Heart Disease,595,,99.0963082877823,,99.6198465590875
2016,S08000032,,All,d,Males,,Coronary Heart Disease,462,,145.632445143536,,185.27838552795183
2016,S08000032,,All,d,Females,,Coronary Heart Disease,333,,98.1568328061948,,100.27882783776109
2016,S92000003,d,All,d,Males,,Coronary Heart Disease,3917,,149.076899246166,,184.7710603174825
2016,S92000003,d,All,d,Females,,Coronary Heart Disease,2780,,100.100929102257,,94.32786740800168
2017,S08000015,,All,d,Males,,Coronary Heart Disease,330,,185.800349079444,,189.42734909864313
2017,S08000015,,All,d,Females,,Coronary Heart Disease,242,,125.51867219917,,105.43709264019137
2017,S08000016,,All,d,Males,,Coronary Heart Disease,97,,173.869400777931,,177.4903678554976
2017,S08000016,,All,d,Females,,Coronary Heart Disease,55,,92.8567810774763,,72.85596904171778
2017,S08000017,,All,d,Males,,Coronary Heart Disease,161,,222.301999337236,,202.25888565626585
2017,S08000017,,All,d,Females,,Coronary Heart Disease,95,,123.736584349276,,90.559220424751
2017,S08000019,,All,d,Males,,Coronary Heart Disease,211,,141.766776855062,,166.76259721523246
2017,S08000019,,All,d,Females,,Coronary Heart Disease,135,,86.1276986678916,,83.76658202503702
2017,S08000020,,All,d,Males,,Coronary Heart Disease,375,,128.575689937152,,169.27724783097435
2017,S08000020,,All,d,Females,,Coronary Heart Disease,279,,94.6651601673436,,91.40883274504304
2017,S08000022,,All,d,Males,,Coronary Heart Disease,298,,188.243023006077,,193.67372759771808
2017,S08000022,,All,d,Females,,Coronary Heart Disease,177,,108.135187312138,,85.4180279110873
2017,S08000024,,All,d,Males,,Coronary Heart Disease,549,,126.93289434744,,174.6069976765683
2017,S08000024,,All,d,Females,,Coronary Heart Disease,377,,82.5057228770643,,86.58554920461802
2017,S08000025,,All,d,Males,,Coronary Heart Disease,24,,219.278209227958,,204.28577841750487
2017,S08000025,,All,d,Females,,Coronary Heart Disease,10,,90.4568068747173,,75.80898311078181
2017,S08000026,,All,d,Males,,Coronary Heart Disease,20,,170.488449407553,,170.62972568836238
2017,S08000026,,All,d,Females,,Coronary Heart Disease,11,,96.9248391928804,,90.37510942200706
2017,S08000028,,All,d,Males,,Coronary Heart Disease,36,,270.473328324568,,253.1136572380574
2017,S08000028,,All,d,Females,,Coronary Heart Disease,16,,117.302052785924,,79.23221345724396
2017,S08000029,,All,d,Males,,Coronary Heart Disease,277,,153.622609698744,,174.64172608036867
2017,S08000029,,All,d,Females,,Coronary Heart Disease,190,,99.4254256978095,,89.44759156115497
2017,S08000030,,All,d,Males,,Coronary Heart Disease,333,,164.390053661258,,176.7160059648386
2017,S08000030,,All,d,Females,,Coronary Heart Disease,215,,100.691728759899,,80.6730798312102
2017,S08000031,,All,d,Males,,Coronary Heart Disease,826,,145.929434461607,,195.8155836611796
2017,S08000031,,All,d,Females,,Coronary Heart Disease,585,,97.0015735810825,,97.49602623519584
2017,S08000032,,All,d,Males,,Coronary Heart Disease,497,,156.154759735322,,204.95522396135573
2017,S08000032,,All,d,Females,,Coronary Heart Disease,306,,90.0381337978438,,90.93571746346169
2017,S92000003,d,All,d,Males,,Coronary Heart Disease,4034,,152.785668295269,,185.5591214474374
2017,S92000003,d,All,d,Females,,Coronary Heart Disease,2693,,96.7139522355899,,90.1153297518591
2018,S08000015,,All,d,Males,,Coronary Heart Disease,396,,223.456121343445,,227.31713069701303
2018,S08000015,,All,d,Females,,Coronary Heart Disease,234,,121.587496232866,,99.42179871164274
2018,S08000016,,All,d,Males,,Coronary Heart Disease,103,,183.96470735323,,188.0737119551755
2018,S08000016,,All,d,Females,,Coronary Heart Disease,59,,99.5259864037381,,76.45167111651402
2018,S08000017,,All,d,Males,,Coronary Heart Disease,114,,157.630563736674,,140.93029965361455
2018,S08000017,,All,d,Females,,Coronary Heart Disease,91,,119.002471589795,,87.68530098758224
2018,S08000019,,All,d,Males,,Coronary Heart Disease,229,,153.519210012939,,182.99777880664936
2018,S08000019,,All,d,Females,,Coronary Heart Disease,153,,97.5124758608822,,93.27520435596804
2018,S08000020,,All,d,Males,,Coronary Heart Disease,388,,133.458077653339,,167.6937804420037
2018,S08000020,,All,d,Females,,Coronary Heart Disease,280,,95.2957913294444,,91.0956969140408
2018,S08000022,,All,d,Males,,Coronary Heart Disease,264,,166.764577687658,,166.4089731243526
2018,S08000022,,All,d,Females,,Coronary Heart Disease,183,,111.931397674518,,88.56891137699388
2018,S08000024,,All,d,Males,,Coronary Heart Disease,525,,120.154071849846,,165.34069278630693
2018,S08000024,,All,d,Females,,Coronary Heart Disease,358,,77.6857459676107,,81.14168045040172
2018,S08000025,,All,d,Males,,Coronary Heart Disease,21,,190.234622701332,,170.2752804381599
2018,S08000025,,All,d,Females,,Coronary Heart Disease,12,,107.613666935701,,87.1141683113234
2018,S08000026,,All,d,Males,,Coronary Heart Disease,21,,179.287970630923,,247.78888991904097
2018,S08000026,,All,d,Females,,Coronary Heart Disease,11,,97.5436729626674,,91.59864053183306
2018,S08000028,,All,d,Males,,Coronary Heart Disease,29,,218.917490752623,,208.13996650567705
2018,S08000028,,All,d,Females,,Coronary Heart Disease,20,,147.242877125819,,89.95025130589468
2018,S08000029,,All,d,Males,,Coronary Heart Disease,294,,162.772671907873,,182.25482896706873
2018,S08000029,,All,d,Females,,Coronary Heart Disease,177,,92.5296669977521,,82.54310264937808
2018,S08000030,,All,d,Males,,Coronary Heart Disease,324,,159.853171901365,,170.915600947932
2018,S08000030,,All,d,Females,,Coronary Heart Disease,204,,95.5978143715381,,76.10774600161628
2018,S08000031,,All,d,Males,,Coronary Heart Disease,820,,143.921004919641,,192.92962498728943
2018,S08000031,,All,d,Females,,Coronary Heart Disease,498,,82.2837202155239,,82.63763656019174
2018,S08000032,,All,d,Males,,Coronary Heart Disease,466,,146.071430810414,,181.6060796046565
2018,S08000032,,All,d,Females,,Coronary Heart Disease,341,,100.241638201177,,99.72780458525558
2018,S92000003,d,All,d,Males,,Coronary Heart Disease,3994,,150.78805066992,,180.83484872618865
2018,S92000003,d,All,d,Females,,Coronary Heart Disease,2621,,93.9645773978086,,86.92222927672493
2019,S08000015,,All,d,Males,,Coronary Heart Disease,345,,194.861309580963,,193.09681156616548
2019,S08000015,,All,d,Females,,Coronary Heart Disease,222,,115.438014466151,,92.92531288974467
2019,S08000016,,All,d,Males,,Coronary Heart Disease,83,,147.88945708533,,142.23195601673297
2019,S08000016,,All,d,Females,,Coronary Heart Disease,59,,99.3483422297809,,75.28201110070209
2019,S08000017,,All,d,Males,,Coronary Heart Disease,142,,196.037827017326,,169.73701725949277
2019,S08000017,,All,d,Females,,Coronary Heart Disease,79,,103.369316323193,,75.93840761967348
2019,S08000019,,All,d,Males,,Coronary Heart Disease,261,,174.433758613085,,198.05143186270675
2019,S08000019,,All,d,Females,,Coronary Heart Disease,178,,113.366409150835,,105.674799528548
