Year,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2021,S12000028,,75plus years,,Females,,Coronary Heart Disease,,c,,c,638.6123821604865
2021,S12000029,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,3.950115681959257
2021,S12000029,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,2.457721031867095
2021,S12000029,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,124.34030539816182
2021,S12000029,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,33.721761878661795
2021,S12000029,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,353.4218438284993
2021,S12000029,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,135.32694691716645
2021,S12000029,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1290.5517597414212
2021,S12000029,,75plus years,,Females,,Coronary Heart Disease,,c,,c,579.6764453222208
2021,S12000030,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,10.366223880818042
2021,S12000030,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2021,S12000030,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,130.03623171078863
2021,S12000030,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,38.852832420225155
2021,S12000030,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,366.51571043105434
2021,S12000030,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,171.67459196070465
2021,S12000030,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1321.5147670624774
2021,S12000030,,75plus years,,Females,,Coronary Heart Disease,,c,,c,502.7660881732009
2021,S12000033,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,2.9521442465454357
2021,S12000033,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,3.516333368496667
2021,S12000033,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,65.82264570245876
2021,S12000033,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,31.858153407349786
2021,S12000033,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,295.2453987730061
2021,S12000033,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,121.7418400124881
2021,S12000033,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1128.6755708896303
2021,S12000033,,75plus years,,Females,,Coronary Heart Disease,,c,,c,716.8922409699516
2021,S12000034,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,3.0160453613222344
2021,S12000034,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,2.993239107160522
2021,S12000034,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,75.32285805994695
2021,S12000034,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,25.73226627990293
2021,S12000034,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,317.9443257459824
2021,S12000034,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,140.59770282872066
2021,S12000034,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1020.1580423730404
2021,S12000034,,75plus years,,Females,,Coronary Heart Disease,,c,,c,622.6390170946258
2021,S12000035,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,11.237939283019474
2021,S12000035,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2021,S12000035,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,118.29060226965454
2021,S12000035,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,14.329844706352494
2021,S12000035,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,390.2207892014954
2021,S12000035,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,120.0864055823574
2021,S12000035,,75plus years,,Males,,Coronary Heart Disease,,c,,c,839.1471848704102
2021,S12000035,,75plus years,,Females,,Coronary Heart Disease,,c,,c,625.0536776641159
2021,S12000036,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,2.7444557270298247
2021,S12000036,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,0.7385462034504878
2021,S12000036,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,126.1086649841858
2021,S12000036,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,21.19214091557577
2021,S12000036,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,326.2045760310559
2021,S12000036,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,108.42197914339516
2021,S12000036,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1056.3121752004872
2021,S12000036,,75plus years,,Females,,Coronary Heart Disease,,c,,c,595.5130067290672
2021,S12000038,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,4.6252074479928424
2021,S12000038,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,6.395423958640257
2021,S12000038,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,161.58026962846276
2021,S12000038,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,33.89895474570969
2021,S12000038,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,439.4900271993135
2021,S12000038,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,58.94001274139928
2021,S12000038,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1104.175378094677
2021,S12000038,,75plus years,,Females,,Coronary Heart Disease,,c,,c,638.3156206233468
2021,S12000039,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,5.5420961791205485
2021,S12000039,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2021,S12000039,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,224.4136996290697
2021,S12000039,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,50.37148427415387
2021,S12000039,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,537.6827434718866
2021,S12000039,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,150.05784020659124
2021,S12000039,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1521.1276774809091
2021,S12000039,,75plus years,,Females,,Coronary Heart Disease,,c,,c,952.7367783380158
2021,S12000040,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,12.647828294879616
2021,S12000040,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,1.913352466858002
2021,S12000040,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,147.08318811619327
2021,S12000040,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,47.818504860636686
2021,S12000040,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,454.921529751502
2021,S12000040,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,187.4953235217044
2021,S12000040,,75plus years,,Males,,Coronary Heart Disease,,c,,c,957.9623376564969
2021,S12000040,,75plus years,,Females,,Coronary Heart Disease,,c,,c,809.7287834588827
2021,S12000041,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,4.222463505851128
2021,S12000041,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,3.813757859065302
2021,S12000041,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,97.6003868218924
2021,S12000041,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,43.454691294406125
2021,S12000041,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,265.4330235050404
2021,S12000041,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,159.46430080750497
2021,S12000041,,75plus years,,Males,,Coronary Heart Disease,,c,,c,881.3766712018327
2021,S12000041,,75plus years,,Females,,Coronary Heart Disease,,c,,c,622.304962310554
2021,S12000042,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,3.4059282614195907
2021,S12000042,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,3.099704199656375
2021,S12000042,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,168.4916381725141
2021,S12000042,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,28.731716976847547
2021,S12000042,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,451.7923506429254
2021,S12000042,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,239.28907469553036
2021,S12000042,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1496.193781879094
2021,S12000042,,75plus years,,Females,,Coronary Heart Disease,,c,,c,528.1674140610957
2021,S12000045,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2021,S12000045,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2021,S12000045,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,66.85883514965454
2021,S12000045,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,18.36881032720019
2021,S12000045,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,286.00925789069856
2021,S12000045,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,57.559243563405715
2021,S12000045,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1162.1465686953147
2021,S12000045,,75plus years,,Females,,Coronary Heart Disease,,c,,c,543.6504463629101
2021,S12000047,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,4.795187298400224
2021,S12000047,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2021,S12000047,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,125.06799185755484
2021,S12000047,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,39.487725498851866
2021,S12000047,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,377.85963541038393
2021,S12000047,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,130.56263175316465
2021,S12000047,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1222.0572361501877
2021,S12000047,,75plus years,,Females,,Coronary Heart Disease,,c,,c,677.1884570457739
2021,S12000048,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,2.906493937884073
2021,S12000048,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2021,S12000048,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,90.00449256466358
2021,S12000048,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,17.901686129892074
2021,S12000048,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,353.0142653683255
2021,S12000048,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,114.93491374825096
2021,S12000048,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1057.8929178557953
2021,S12000048,,75plus years,,Females,,Coronary Heart Disease,,c,,c,679.2995736704379
2021,S12000049,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,7.520667572729656
2021,S12000049,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,1.8444859885621976
2021,S12000049,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,180.85884095040709
2021,S12000049,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,55.44716962565129
2021,S12000049,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,540.699281591946
2021,S12000049,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,144.43890789712148
2021,S12000049,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1249.9963023552318
2021,S12000049,,75plus years,,Females,,Coronary Heart Disease,,c,,c,776.7274831690696
2021,S12000050,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,6.032854388782836
2021,S12000050,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,1.1543154909138882
2021,S12000050,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,144.0501968452878
2021,S12000050,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,47.32323158722264
2021,S12000050,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,559.6779857385427
2021,S12000050,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,188.4678067312448
2021,S12000050,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1252.95699284817
2021,S12000050,,75plus years,,Females,,Coronary Heart Disease,,c,,c,769.60863327195
2022,S92000003,d,0-44 years,,Males,,Coronary Heart Disease,73,,4.97229478215559,,5.516840052254419
2022,S92000003,d,0-44 years,,Females,,Coronary Heart Disease,29,,2.00306814783195,,2.08285257380413
2022,S92000003,d,45-64 years,,Males,,Coronary Heart Disease,924,,128.389325344664,,124.02838337076044
2022,S92000003,d,45-64 years,,Females,,Coronary Heart Disease,339,,44.0008878055239,,42.16401950093547
2022,S92000003,d,65-74 years,,Males,,Coronary Heart Disease,1023,,359.501126296295,,358.57160543534593
2022,S92000003,d,65-74 years,,Females,,Coronary Heart Disease,467,,150.152564007755,,149.2314739205947
2022,S92000003,d,75plus years,,Males,,Coronary Heart Disease,2349,,1173.44390048956,,1248.5170059431978
2022,S92000003,d,75plus years,,Females,,Coronary Heart Disease,1926,,692.549163439445,,673.1996899567234
2022,S12000005,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,17.99162104505616
2022,S12000005,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2022,S12000005,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,131.95934943430794
2022,S12000005,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,38.87838634776136
2022,S12000005,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,474.1268409419919
2022,S12000005,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,211.62035257996223
2022,S12000005,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1555.3039046899162
2022,S12000005,,75plus years,,Females,,Coronary Heart Disease,,c,,c,1045.3539910115949
2022,S12000006,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,3.579940061574969
2022,S12000006,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2022,S12000006,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,116.64524110938454
2022,S12000006,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,46.31600127161394
2022,S12000006,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,332.32626407043796
2022,S12000006,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,154.98135411462673
2022,S12000006,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1223.6643613685546
2022,S12000006,,75plus years,,Females,,Coronary Heart Disease,,c,,c,676.546884956335
2022,S12000008,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,11.103103830922542
2022,S12000008,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2022,S12000008,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,115.9158950628359
2022,S12000008,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,69.11875495394929
2022,S12000008,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,527.856921665152
2022,S12000008,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,289.17239594641075
2022,S12000008,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1479.4153765339706
2022,S12000008,,75plus years,,Females,,Coronary Heart Disease,,c,,c,927.2653994008764
2022,S12000010,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2022,S12000010,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,10.936132983377078
2022,S12000010,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,110.70946772873585
2022,S12000010,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,5.909417078215356
2022,S12000010,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,319.82276279667065
2022,S12000010,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,180.570898808871
2022,S12000010,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1237.9569671086692
2022,S12000010,,75plus years,,Females,,Coronary Heart Disease,,c,,c,647.54670700239285
2022,S12000011,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2022,S12000011,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2022,S12000011,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,75.26613627062285
2022,S12000011,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,20.634809105572636
2022,S12000011,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,229.1768299820493
2022,S12000011,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,18.27030079558855
2022,S12000011,,75plus years,,Males,,Coronary Heart Disease,,c,,c,714.0747637863096
2022,S12000011,,75plus years,,Females,,Coronary Heart Disease,,c,,c,438.89610503640125
2022,S12000013,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2022,S12000013,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2022,S12000013,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,190.00591388116385
2022,S12000013,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,47.48783502146284
2022,S12000013,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,473.4057365636313
2022,S12000013,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,259.76122983550596
2022,S12000013,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1388.6266048444522
2022,S12000013,,75plus years,,Females,,Coronary Heart Disease,,c,,c,1022.5726155480244
2022,S12000014,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,7.732366305450303
2022,S12000014,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2022,S12000014,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,163.7140537123873
2022,S12000014,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,61.86454775089094
2022,S12000014,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,371.77159169208977
2022,S12000014,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,196.00348702193773
2022,S12000014,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1410.7676786833883
2022,S12000014,,75plus years,,Females,,Coronary Heart Disease,,c,,c,798.7793491816674
2022,S12000017,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,5.553813969153762
2022,S12000017,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,3.646436474000377
2022,S12000017,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,114.49786276984156
2022,S12000017,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,38.67448083823815
2022,S12000017,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,405.8580743439708
2022,S12000017,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,132.40965887323114
2022,S12000017,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1188.0382293326354
2022,S12000017,,75plus years,,Females,,Coronary Heart Disease,,c,,c,597.4177392446483
2022,S12000018,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2022,S12000018,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,5.779296907250541
2022,S12000018,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,154.02163802767913
2022,S12000018,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,51.889381682960774
2022,S12000018,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,468.424302967093
2022,S12000018,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,163.2262100242396
2022,S12000018,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1317.530653582212
2022,S12000018,,75plus years,,Females,,Coronary Heart Disease,,c,,c,776.6681346761619
2022,S12000019,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,8.654868629108345
2022,S12000019,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2022,S12000019,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,105.71009921841636
2022,S12000019,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,43.27487846020358
2022,S12000019,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,229.1396610099824
2022,S12000019,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,75.01473288819155
2022,S12000019,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1581.3993842995112
2022,S12000019,,75plus years,,Females,,Coronary Heart Disease,,c,,c,598.1170816603529
2022,S12000020,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,4.5644235785080856
2022,S12000020,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,4.404331151495439
2022,S12000020,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,95.60570652794392
2022,S12000020,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,13.322453329780677
2022,S12000020,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,268.6154860067904
2022,S12000020,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,80.28993315560858
2022,S12000020,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1113.838856620887
2022,S12000020,,75plus years,,Females,,Coronary Heart Disease,,c,,c,700.4543391553451
2022,S12000021,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,4.063624753279926
2022,S12000021,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2022,S12000021,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,160.67732560944495
2022,S12000021,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,80.65814711761203
2022,S12000021,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,506.89662282542247
2022,S12000021,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,269.2602696911059
2022,S12000021,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1140.0531348453976
2022,S12000021,,75plus years,,Females,,Coronary Heart Disease,,c,,c,648.1570629697129
2022,S12000023,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2022,S12000023,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2022,S12000023,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,51.457975986277866
2022,S12000023,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,28.266553600452266
2022,S12000023,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,407.8589849866445
2022,S12000023,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,203.82048848261203
2022,S12000023,,75plus years,,Males,,Coronary Heart Disease,,c,,c,942.8418814797338
2022,S12000023,,75plus years,,Females,,Coronary Heart Disease,,c,,c,558.0977330203336
2022,S12000026,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2022,S12000026,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,4.258529225677715
2022,S12000026,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,89.4156672332512
2022,S12000026,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,44.89645194895221
2022,S12000026,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,301.37950737953156
2022,S12000026,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,93.35642466310662
2022,S12000026,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1123.3327610731178
2022,S12000026,,75plus years,,Females,,Coronary Heart Disease,,c,,c,787.039679247802
2022,S12000027,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2022,S12000027,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2022,S12000027,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,94.05822358951433
2022,S12000027,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,36.944187887584114
2022,S12000027,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,353.5186378742043
2022,S12000027,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,74.87271638215034
2022,S12000027,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1111.247256184677
2022,S12000027,,75plus years,,Females,,Coronary Heart Disease,,c,,c,1227.3591899149128
2022,S12000028,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,9.37307517206288
2022,S12000028,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2022,S12000028,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,86.01767242260266
2022,S12000028,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,31.849032327084757
2022,S12000028,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,382.7073602678498
2022,S12000028,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,177.82470991578882
2022,S12000028,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1204.3681553920037
2022,S12000028,,75plus years,,Females,,Coronary Heart Disease,,c,,c,587.4179167657368
2022,S12000029,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,7.752220996529222
2022,S12000029,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2022,S12000029,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,138.13134782517068
2022,S12000029,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,50.504363065001
2022,S12000029,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,313.9154916206939
2022,S12000029,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,114.38168735303732
2022,S12000029,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1324.5688075388434
2022,S12000029,,75plus years,,Females,,Coronary Heart Disease,,c,,c,632.1276948101486
2022,S12000030,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2022,S12000030,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2022,S12000030,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,142.00263636623458
2022,S12000030,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,29.529600691026427
2022,S12000030,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,265.0886248769847
2022,S12000030,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,189.8984907816184
2022,S12000030,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1773.0962693362408
2022,S12000030,,75plus years,,Females,,Coronary Heart Disease,,c,,c,699.2035236117637
2022,S12000033,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,4.81476895987234
2022,S12000033,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2022,S12000033,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,127.31525247606452
2022,S12000033,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,34.922025927615046
2022,S12000033,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,304.8008569480962
2022,S12000033,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,111.51032541890385
2022,S12000033,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1547.9701070033273
2022,S12000033,,75plus years,,Females,,Coronary Heart Disease,,c,,c,559.9992273517188
2022,S12000034,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,7.611014347853112
2022,S12000034,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,1.4977426878062348
2022,S12000034,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,59.58425479433455
2022,S12000034,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,17.35144519707616
2022,S12000034,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,276.7048933505338
2022,S12000034,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,81.99875050695911
2022,S12000034,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1280.6658408674568
2022,S12000034,,75plus years,,Females,,Coronary Heart Disease,,c,,c,686.8692300112515
2022,S12000035,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2022,S12000035,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,17.729949908248784
2022,S12000035,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,97.7682723127568
2022,S12000035,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,34.31856535684257
2022,S12000035,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,292.97569450463516
2022,S12000035,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,62.31382733662174
2022,S12000035,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1100.069809231578
2022,S12000035,,75plus years,,Females,,Coronary Heart Disease,,c,,c,559.1647275434376
2022,S12000036,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,3.9066160207354574
2022,S12000036,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,1.7808939170499036
2022,S12000036,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,111.0173828075584
2022,S12000036,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,40.172645006962874
2022,S12000036,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,278.973738185886
2022,S12000036,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,103.61162872628177
2022,S12000036,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1100.911605647325
2022,S12000036,,75plus years,,Females,,Coronary Heart Disease,,c,,c,652.2598910309941
