Year,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2016,S12000045,,65-74 years,,Males,,Heart Failure,0,,0,,0
2016,S12000045,,65-74 years,,Females,,Heart Failure,0,,0,,0
2016,S12000045,,75plus years,,Males,,Heart Failure,,c,,c,32.970656116056716
2016,S12000045,,75plus years,,Females,,Heart Failure,,c,,c,15.64945226917058
2016,S12000047,,0-44 years,,Males,,Heart Failure,0,,0,,0
2016,S12000047,,0-44 years,,Females,,Heart Failure,0,,0,,0
2016,S12000047,,45-64 years,,Males,,Heart Failure,0,,0,,0
2016,S12000047,,45-64 years,,Females,,Heart Failure,,c,,c,1.927593175035098
2016,S12000047,,65-74 years,,Males,,Heart Failure,0,,0,,0
2016,S12000047,,65-74 years,,Females,,Heart Failure,0,,0,,0
2016,S12000047,,75plus years,,Males,,Heart Failure,,c,,c,43.938114870280344
2016,S12000047,,75plus years,,Females,,Heart Failure,,c,,c,81.07152043175373
2016,S12000048,,0-44 years,,Males,,Heart Failure,0,,0,,0
2016,S12000048,,0-44 years,,Females,,Heart Failure,0,,0,,0
2016,S12000048,,45-64 years,,Males,,Heart Failure,0,,0,,0
2016,S12000048,,45-64 years,,Females,,Heart Failure,0,,0,,0
2016,S12000048,,65-74 years,,Males,,Heart Failure,0,,0,,0
2016,S12000048,,65-74 years,,Females,,Heart Failure,,c,,c,11.14678080970216
2016,S12000048,,75plus years,,Males,,Heart Failure,,c,,c,89.75484070081944
2016,S12000048,,75plus years,,Females,,Heart Failure,,c,,c,89.28226685943099
2016,S12000049,,0-44 years,,Males,,Heart Failure,0,,0,,0
2016,S12000049,,0-44 years,,Females,,Heart Failure,0,,0,,0
2016,S12000049,,45-64 years,,Males,,Heart Failure,,c,,c,1.322341526813308
2016,S12000049,,45-64 years,,Females,,Heart Failure,,c,,c,2.391371930076285
2016,S12000049,,65-74 years,,Males,,Heart Failure,,c,,c,8.399094424910187
2016,S12000049,,65-74 years,,Females,,Heart Failure,0,,0,,0
2016,S12000049,,75plus years,,Males,,Heart Failure,,c,,c,81.74547728446449
2016,S12000049,,75plus years,,Females,,Heart Failure,,c,,c,72.41114099685615
2016,S12000050,,0-44 years,,Males,,Heart Failure,0,,0,,0
2016,S12000050,,0-44 years,,Females,,Heart Failure,,c,,c,1.1122233344455568
2016,S12000050,,45-64 years,,Males,,Heart Failure,,c,,c,2.0543703795009054
2016,S12000050,,45-64 years,,Females,,Heart Failure,0,,0,,0
2016,S12000050,,65-74 years,,Males,,Heart Failure,,c,,c,15.017044345331952
2016,S12000050,,65-74 years,,Females,,Heart Failure,0,,0,,0
2016,S12000050,,75plus years,,Males,,Heart Failure,,c,,c,113.6053412732837
2016,S12000050,,75plus years,,Females,,Heart Failure,,c,,c,63.71884035600155
2017,S92000003,d,0-44 years,,Males,,Heart Failure,2,,0.136921029427068,,0.15927022250887485
2017,S92000003,d,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S92000003,d,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S92000003,d,45-64 years,,Females,,Heart Failure,1,,0.129427554867576,,0.1339155834104929
2017,S92000003,d,65-74 years,,Males,,Heart Failure,13,,4.81970592378933,,4.9582329201696735
2017,S92000003,d,65-74 years,,Females,,Heart Failure,8,,2.71305999253909,,2.732190303875059
2017,S92000003,d,75plus years,,Males,,Heart Failure,99,,54.2480615907285,,64.4737129674155
2017,S92000003,d,75plus years,,Females,,Heart Failure,159,,59.892419653754,,57.8529777611852
2017,S12000005,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000005,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000005,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000005,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000005,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S12000005,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S12000005,,75plus years,,Males,,Heart Failure,0,,0,,0
2017,S12000005,,75plus years,,Females,,Heart Failure,,c,,c,125.25418247752332
2017,S12000006,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000006,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000006,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000006,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000006,,65-74 years,,Males,,Heart Failure,,c,,c,10.280450694958466
2017,S12000006,,65-74 years,,Females,,Heart Failure,,c,,c,9.386762787117608
2017,S12000006,,75plus years,,Males,,Heart Failure,,c,,c,94.74264687362302
2017,S12000006,,75plus years,,Females,,Heart Failure,,c,,c,55.444666223109344
2017,S12000008,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000008,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000008,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000008,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000008,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S12000008,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S12000008,,75plus years,,Males,,Heart Failure,,c,,c,86.78575375353454
2017,S12000008,,75plus years,,Females,,Heart Failure,,c,,c,81.4175142637822
2017,S12000010,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000010,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000010,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000010,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000010,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S12000010,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S12000010,,75plus years,,Males,,Heart Failure,,c,,c,51.69435484824135
2017,S12000010,,75plus years,,Females,,Heart Failure,,c,,c,74.19102202063512
2017,S12000011,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000011,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000011,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000011,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000011,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S12000011,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S12000011,,75plus years,,Males,,Heart Failure,,c,,c,27.77777777777778
2017,S12000011,,75plus years,,Females,,Heart Failure,,c,,c,64.37066920356348
2017,S12000013,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000013,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000013,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000013,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000013,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S12000013,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S12000013,,75plus years,,Males,,Heart Failure,,c,,c,75.07507507507508
2017,S12000013,,75plus years,,Females,,Heart Failure,,c,,c,47.89272030651341
2017,S12000014,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000014,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000014,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000014,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000014,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S12000014,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S12000014,,75plus years,,Males,,Heart Failure,,c,,c,18.634987188446303
2017,S12000014,,75plus years,,Females,,Heart Failure,,c,,c,42.02073646518092
2017,S12000017,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000017,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000017,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000017,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000017,,65-74 years,,Males,,Heart Failure,,c,,c,7.468483001732688
2017,S12000017,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S12000017,,75plus years,,Males,,Heart Failure,,c,,c,39.43691368588794
2017,S12000017,,75plus years,,Females,,Heart Failure,,c,,c,67.88238426507111
2017,S12000018,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000018,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000018,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000018,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000018,,65-74 years,,Males,,Heart Failure,,c,,c,24.62205150933176
2017,S12000018,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S12000018,,75plus years,,Males,,Heart Failure,,c,,c,135.90657036092864
2017,S12000018,,75plus years,,Females,,Heart Failure,,c,,c,62.313374628898785
2017,S12000019,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000019,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000019,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000019,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000019,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S12000019,,65-74 years,,Females,,Heart Failure,,c,,c,19.758940920766644
2017,S12000019,,75plus years,,Males,,Heart Failure,,c,,c,32.113037893384714
2017,S12000019,,75plus years,,Females,,Heart Failure,,c,,c,57.12653527563552
2017,S12000020,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000020,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000020,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000020,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000020,,65-74 years,,Males,,Heart Failure,,c,,c,19.82474921692241
2017,S12000020,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S12000020,,75plus years,,Males,,Heart Failure,,c,,c,26.838432635534083
2017,S12000020,,75plus years,,Females,,Heart Failure,,c,,c,76.02088078715833
2017,S12000021,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000021,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000021,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000021,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000021,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S12000021,,65-74 years,,Females,,Heart Failure,,c,,c,11.168646563102852
2017,S12000021,,75plus years,,Males,,Heart Failure,,c,,c,55.77450774624348
2017,S12000021,,75plus years,,Females,,Heart Failure,,c,,c,42.57130693912303
2017,S12000023,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000023,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000023,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000023,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000023,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S12000023,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S12000023,,75plus years,,Males,,Heart Failure,,c,,c,154.320987654321
2017,S12000023,,75plus years,,Females,,Heart Failure,,c,,c,79.13896802785692
2017,S12000026,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000026,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000026,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000026,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000026,,65-74 years,,Males,,Heart Failure,,c,,c,12.800819252432156
2017,S12000026,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S12000026,,75plus years,,Males,,Heart Failure,,c,,c,147.94160363780614
2017,S12000026,,75plus years,,Females,,Heart Failure,,c,,c,114.18531287272596
2017,S12000027,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000027,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000027,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000027,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000027,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S12000027,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S12000027,,75plus years,,Males,,Heart Failure,0,,0,,0
2017,S12000027,,75plus years,,Females,,Heart Failure,,c,,c,180.29162499342
2017,S12000028,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000028,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000028,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000028,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000028,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S12000028,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S12000028,,75plus years,,Males,,Heart Failure,,c,,c,58.988298377092946
2017,S12000028,,75plus years,,Females,,Heart Failure,,c,,c,51.27310769656894
2017,S12000029,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000029,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000029,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000029,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000029,,65-74 years,,Males,,Heart Failure,,c,,c,6.011815950987304
2017,S12000029,,65-74 years,,Females,,Heart Failure,,c,,c,5.82068788889471
2017,S12000029,,75plus years,,Males,,Heart Failure,,c,,c,10.150223304912709
2017,S12000029,,75plus years,,Females,,Heart Failure,,c,,c,48.52556607162217
2017,S12000030,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000030,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000030,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000030,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000030,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S12000030,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S12000030,,75plus years,,Males,,Heart Failure,0,,0,,0
2017,S12000030,,75plus years,,Females,,Heart Failure,,c,,c,23.959269242288112
2017,S12000033,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000033,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000033,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000033,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000033,,65-74 years,,Males,,Heart Failure,,c,,c,12.055455093429778
2017,S12000033,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S12000033,,75plus years,,Males,,Heart Failure,,c,,c,81.19044391066444
2017,S12000033,,75plus years,,Females,,Heart Failure,,c,,c,96.233262273566
2017,S12000034,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000034,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000034,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000034,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000034,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S12000034,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S12000034,,75plus years,,Males,,Heart Failure,,c,,c,59.62976483594293
2017,S12000034,,75plus years,,Females,,Heart Failure,,c,,c,101.86473532027637
2017,S12000035,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000035,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000035,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000035,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000035,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S12000035,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S12000035,,75plus years,,Males,,Heart Failure,,c,,c,98.01241588661463
2017,S12000035,,75plus years,,Females,,Heart Failure,,c,,c,36.19457719027216
2017,S12000036,,0-44 years,,Males,,Heart Failure,,c,,c,0.7762253271235307
2017,S12000036,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000036,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000036,,45-64 years,,Females,,Heart Failure,,c,,c,1.7902672123003294
2017,S12000036,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S12000036,,65-74 years,,Females,,Heart Failure,,c,,c,4.4450910031358095
2017,S12000036,,75plus years,,Males,,Heart Failure,,c,,c,55.31174147733879
2017,S12000036,,75plus years,,Females,,Heart Failure,,c,,c,61.21086618603734
2017,S12000038,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000038,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000038,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000038,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000038,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S12000038,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S12000038,,75plus years,,Males,,Heart Failure,,c,,c,34.04038432342161
2017,S12000038,,75plus years,,Females,,Heart Failure,,c,,c,65.72617072988669
2017,S12000039,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000039,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000039,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000039,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000039,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S12000039,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S12000039,,75plus years,,Males,,Heart Failure,,c,,c,135.3466455779623
2017,S12000039,,75plus years,,Females,,Heart Failure,,c,,c,66.36457938290147
2017,S12000040,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000040,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000040,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000040,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000040,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S12000040,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S12000040,,75plus years,,Males,,Heart Failure,,c,,c,58.89187060538349
2017,S12000040,,75plus years,,Females,,Heart Failure,,c,,c,59.306437306432656
2017,S12000041,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000041,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000041,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000041,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000041,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S12000041,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S12000041,,75plus years,,Males,,Heart Failure,,c,,c,107.63211717834292
2017,S12000041,,75plus years,,Females,,Heart Failure,,c,,c,49.246529011884746
2017,S12000042,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000042,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000042,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000042,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000042,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S12000042,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S12000042,,75plus years,,Males,,Heart Failure,,c,,c,122.03904711569832
2017,S12000042,,75plus years,,Females,,Heart Failure,,c,,c,48.83990151292859
2017,S12000045,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000045,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000045,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000045,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000045,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S12000045,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S12000045,,75plus years,,Males,,Heart Failure,0,,0,,0
2017,S12000045,,75plus years,,Females,,Heart Failure,,c,,c,13.77410468319559
2017,S12000047,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000047,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000047,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000047,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000047,,65-74 years,,Males,,Heart Failure,,c,,c,9.874275328462362
2017,S12000047,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S12000047,,75plus years,,Males,,Heart Failure,,c,,c,123.31005709732504
2017,S12000047,,75plus years,,Females,,Heart Failure,,c,,c,36.30894067994596
2017,S12000048,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000048,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000048,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000048,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000048,,65-74 years,,Males,,Heart Failure,,c,,c,11.532828195458372
2017,S12000048,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S12000048,,75plus years,,Males,,Heart Failure,,c,,c,84.39674824966197
2017,S12000048,,75plus years,,Females,,Heart Failure,,c,,c,57.90080364531234
2017,S12000049,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S12000049,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000049,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000049,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000049,,65-74 years,,Males,,Heart Failure,,c,,c,10.13386840158494
2017,S12000049,,65-74 years,,Females,,Heart Failure,,c,,c,4.058651199515914
2017,S12000049,,75plus years,,Males,,Heart Failure,,c,,c,46.611794054356515
2017,S12000049,,75plus years,,Females,,Heart Failure,,c,,c,26.76948959163144
2017,S12000050,,0-44 years,,Males,,Heart Failure,,c,,c,1.2051843587730533
2017,S12000050,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S12000050,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S12000050,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S12000050,,65-74 years,,Males,,Heart Failure,,c,,c,6.926406926406927
2017,S12000050,,65-74 years,,Females,,Heart Failure,,c,,c,11.788351929458504
2017,S12000050,,75plus years,,Males,,Heart Failure,,c,,c,61.27173463563613
2017,S12000050,,75plus years,,Females,,Heart Failure,,c,,c,62.65446309033248
2018,S92000003,d,0-44 years,,Males,,Heart Failure,0,,0,,0
2018,S92000003,d,0-44 years,,Females,,Heart Failure,0,,0,,0
2018,S92000003,d,45-64 years,,Males,,Heart Failure,5,,0.687072726648116,,0.6686972303620061
2018,S92000003,d,45-64 years,,Females,,Heart Failure,3,,0.387489263318329,,0.38515734584836553
2018,S92000003,d,65-74 years,,Males,,Heart Failure,13,,4.75547702921692,,4.774024385875574
2018,S92000003,d,65-74 years,,Females,,Heart Failure,13,,4.36228436053945,,4.347168862416797
2018,S92000003,d,75plus years,,Males,,Heart Failure,108,,57.915989639473,,67.93732391131181
2018,S92000003,d,75plus years,,Females,,Heart Failure,131,,48.833403539117,,47.30491445791516
2018,S12000005,,0-44 years,,Males,,Heart Failure,0,,0,,0
2018,S12000005,,0-44 years,,Females,,Heart Failure,0,,0,,0
2018,S12000005,,45-64 years,,Males,,Heart Failure,0,,0,,0
2018,S12000005,,45-64 years,,Females,,Heart Failure,0,,0,,0
2018,S12000005,,65-74 years,,Males,,Heart Failure,0,,0,,0
2018,S12000005,,65-74 years,,Females,,Heart Failure,0,,0,,0
2018,S12000005,,75plus years,,Males,,Heart Failure,0,,0,,0
2018,S12000005,,75plus years,,Females,,Heart Failure,0,,0,,0
2018,S12000006,,0-44 years,,Males,,Heart Failure,0,,0,,0
2018,S12000006,,0-44 years,,Females,,Heart Failure,0,,0,,0
2018,S12000006,,45-64 years,,Males,,Heart Failure,0,,0,,0
2018,S12000006,,45-64 years,,Females,,Heart Failure,0,,0,,0
2018,S12000006,,65-74 years,,Males,,Heart Failure,0,,0,,0
2018,S12000006,,65-74 years,,Females,,Heart Failure,0,,0,,0
2018,S12000006,,75plus years,,Males,,Heart Failure,,c,,c,87.52642546341124
2018,S12000006,,75plus years,,Females,,Heart Failure,,c,,c,119.38544225026878
2018,S12000008,,0-44 years,,Males,,Heart Failure,0,,0,,0
2018,S12000008,,0-44 years,,Females,,Heart Failure,0,,0,,0
2018,S12000008,,45-64 years,,Males,,Heart Failure,,c,,c,5.577149132967816
2018,S12000008,,45-64 years,,Females,,Heart Failure,0,,0,,0
2018,S12000008,,65-74 years,,Males,,Heart Failure,,c,,c,29.40859834544173
2018,S12000008,,65-74 years,,Females,,Heart Failure,0,,0,,0
2018,S12000008,,75plus years,,Males,,Heart Failure,,c,,c,93.61775921069017
2018,S12000008,,75plus years,,Females,,Heart Failure,,c,,c,33.70061653353776
2018,S12000010,,0-44 years,,Males,,Heart Failure,0,,0,,0
2018,S12000010,,0-44 years,,Females,,Heart Failure,0,,0,,0
2018,S12000010,,45-64 years,,Males,,Heart Failure,0,,0,,0
2018,S12000010,,45-64 years,,Females,,Heart Failure,0,,0,,0
2018,S12000010,,65-74 years,,Males,,Heart Failure,0,,0,,0
2018,S12000010,,65-74 years,,Females,,Heart Failure,,c,,c,15.664160401002505
2018,S12000010,,75plus years,,Males,,Heart Failure,,c,,c,87.55067446823719
2018,S12000010,,75plus years,,Females,,Heart Failure,,c,,c,55.80579695003205
2018,S12000011,,0-44 years,,Males,,Heart Failure,0,,0,,0
2018,S12000011,,0-44 years,,Females,,Heart Failure,0,,0,,0
2018,S12000011,,45-64 years,,Males,,Heart Failure,0,,0,,0
2018,S12000011,,45-64 years,,Females,,Heart Failure,0,,0,,0
2018,S12000011,,65-74 years,,Males,,Heart Failure,0,,0,,0
2018,S12000011,,65-74 years,,Females,,Heart Failure,0,,0,,0
2018,S12000011,,75plus years,,Males,,Heart Failure,,c,,c,51.07973746029516
2018,S12000011,,75plus years,,Females,,Heart Failure,0,,0,,0
2018,S12000013,,0-44 years,,Males,,Heart Failure,0,,0,,0
2018,S12000013,,0-44 years,,Females,,Heart Failure,0,,0,,0
2018,S12000013,,45-64 years,,Males,,Heart Failure,0,,0,,0
2018,S12000013,,45-64 years,,Females,,Heart Failure,0,,0,,0
2018,S12000013,,65-74 years,,Males,,Heart Failure,0,,0,,0
2018,S12000013,,65-74 years,,Females,,Heart Failure,0,,0,,0
2018,S12000013,,75plus years,,Males,,Heart Failure,,c,,c,112.23344556677893
2018,S12000013,,75plus years,,Females,,Heart Failure,,c,,c,48.1000481000481
2018,S12000014,,0-44 years,,Males,,Heart Failure,0,,0,,0
2018,S12000014,,0-44 years,,Females,,Heart Failure,0,,0,,0
2018,S12000014,,45-64 years,,Males,,Heart Failure,0,,0,,0
2018,S12000014,,45-64 years,,Females,,Heart Failure,0,,0,,0
2018,S12000014,,65-74 years,,Males,,Heart Failure,0,,0,,0
2018,S12000014,,65-74 years,,Females,,Heart Failure,0,,0,,0
2018,S12000014,,75plus years,,Males,,Heart Failure,,c,,c,65.86902344917362
2018,S12000014,,75plus years,,Females,,Heart Failure,,c,,c,39.28719403021362
2018,S12000017,,0-44 years,,Males,,Heart Failure,0,,0,,0
2018,S12000017,,0-44 years,,Females,,Heart Failure,0,,0,,0
2018,S12000017,,45-64 years,,Males,,Heart Failure,0,,0,,0
2018,S12000017,,45-64 years,,Females,,Heart Failure,0,,0,,0
2018,S12000017,,65-74 years,,Males,,Heart Failure,0,,0,,0
2018,S12000017,,65-74 years,,Females,,Heart Failure,,c,,c,6.728705329807492
2018,S12000017,,75plus years,,Males,,Heart Failure,,c,,c,96.40195377144462
2018,S12000017,,75plus years,,Females,,Heart Failure,,c,,c,58.91692260003904
2018,S12000018,,0-44 years,,Males,,Heart Failure,0,,0,,0
2018,S12000018,,0-44 years,,Females,,Heart Failure,0,,0,,0
2018,S12000018,,45-64 years,,Males,,Heart Failure,0,,0,,0
